subject,subjectScheme,subjectURI,valueURI
Acentrogobius dayi,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_44431
Acentrogobius viridipunctatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_44432
Acentronura australe,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41741
Acer,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_63
Acer assyriacum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_6a3eb7f5
Acer campestre,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_34588
Acer cappadocicum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_93678677
Acer ginnala,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_64
Acer heldreichii,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_f11a16bc
Acer hyrcanum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_ca4b2223
Acer japonicum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_65
Acer macrophyllum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_66
Acer monspessulanum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_6ad129e3
Acer negundo,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_67
Acer nigrum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_68
Acer obtusifolium,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_ac4893f8
Acer palmatum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_69
Acer pictum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_70
Acer platanoides,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_71
Acer pseudoplatanus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_72
Acer rubrum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_73
Acer saccharinum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_74
Acer saccharum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_75
Acer sempervirens,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40b35945
Acer tataricum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_0bd7d038
Aceraceae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_76
Aceria,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_77
Aceria erineus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_2d63956a
Aceria guerreronis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_27101
Aceria pistaciae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_e50f8381
Aceria sheldoni,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_27103
Aceria tristriatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_145778c4
Aceria tulipae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_27105
Acerophagus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_1381767493662
Acerophagus papayae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_1381767676672
Acesta rathbuni,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_48446
Acestrorhynchus falcatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_39812
Acetes americanus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46474
Acetes australis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46475
Acetes chinensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46476
Acetes erythaeus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46470
Acetes indicus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46471
Acetes intermedius,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46477
Acetes japonicus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46472
Acetes serrulatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46473
Acetes sibogae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46478
Acetes vulgaris,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46479
Acetobacter,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_23883
Acetobacteraceae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_331505
Achatina,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_27107
Achatina fulica,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_27108
Achatinidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_1780f5b5
Acheilognathus limbatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40289
Acheilognathus melanogaster,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40290
Acheilognathus rhombeus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40291
Acheilognathus tabira,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40292
Acheloos River,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_50018
Acheta,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_86
Acheta domesticus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_31934
Achillea,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_24582
Achillea biebersteinii,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_03251a3d
Achillea biserrata,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_1cf6191e
Achillea millefolium,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_24583
Achiridae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45818
Achiroides leucorhynchos,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45688
Achiroides melanorhynchus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45689
Achirophichthys kampeni,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41320
Achiropsetta slavae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45826
Achiropsetta tricholepis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45827
Achiropsettidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45825
Achirus achirus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45819
Achirus lineatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45820
Achirus mazatlanus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45821
Achlya,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_31833
Achlyopa nigra,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45668
Achoerodus gouldii,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_43844
Acholeplasma,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_8598
Acigona,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_34670
Acinetobacter,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_94
Acinetobacter calcoaceticus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_37057
Acinonyx,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_8603
Acinonyx jubatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_331480
Acipenser,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_95
Acipenser baerii,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_37765
Acipenser brevirostrum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38974
Acipenser dabryanus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38977
Acipenser fulvescens,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38971
Acipenser gueldenstaedtii,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38966
Acipenser medirostris,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38978
Acipenser mikadoi,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38979
Acipenser multiscutatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38982
Acipenser naccarii,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38967
Acipenser nudiventris,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38970
Acipenser oxyrinchus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38972
Acipenser persicus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38980
Acipenser ruthenus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38968
Acipenser schrenckii,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38976
Acipenser sinensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38981
Acipenser stellatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38969
Acipenser sturio,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38965
Acipenser transmontanus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38973
Acipenseridae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38964
Acipenseriformes,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_96
Aclerdidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30801
Acnodon normani,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_39784
Aconitum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_33274
Acoraceae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_331103
Acorales,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_331104
Acorus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_16213
Acorus calamus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_16214
Acre (Brazil),AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_100
Acreichthys hajam,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45925
Acremonium,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_15624
Acremonium coenophialum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_35910
Acrida bicolor,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_f203a07d
Acrididae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_4416
Acrisols,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_101
Acrobasis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30300
Acrobasis nuxvorella,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30301
Acrocarpus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_102
Acroceras,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_103
Acroceras macrum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_104
Acrocercops,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_24722
Acrocheilus alutaceus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40329
Acrochordonichthys chamaeleon,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40831
Acrocomia,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_26334
Acrocomia aculeata,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_1332241331469
Acrocylindrium,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_31542
Acrolepiopsis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_24589
Acrolepiopsis assectella,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30386
Acromycter nezumi,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41243
Acromyrmex,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_105
Acromyrmex octospinosus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_29889
Acropoma hanedai,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_42607
Acropomatidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_42606
Acropora florida,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49241
Acropora formosa,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49242
Acropora humilis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49243
Acropora hyacinthus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49244
Acropora palifera,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49240
Acroporidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49239
Acrossocheilus hexagonolepis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40259
Acrosternum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30685
Acrosternum hilare,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30686
Acrotylus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_32308
Actaea,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_71c02914
Actaea racemosa,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_089fae8a
Actinia cari,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49247
Actinia equina,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49246
Actiniaria,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49314
Actinidia,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_107
Actinidia chinensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_108
Actinidia deliciosa,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_27109
Actinidiaceae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_109
Actiniidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49245
Actinobacillus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_110
Actinobacillus pleuropneumoniae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_27110
Actinomyces,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_111
Actinomyces pyogenes,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_34691
Actinomycetales,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_112
Actinopyga echinites,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49398
Actinopyga mauritiana,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49396
Actinopyga miliaris,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49397
Actinopyga palauensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49399
Actinopyga spinea,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49400
Acuaria,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_113
Acuariidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30969
Aculeola nigra,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_38419
Aculops,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_114
Aculops lycopersici,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30931
Aculus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_115
Aculus schlechtendali,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_26335
Acute bee paralysis virus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_91c18d56
Acyrthosiphon,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_116
Acyrthosiphon kondoi,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_24590
Acyrthosiphon pisum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_24591
Acyrtops beryllinus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45982
Acyrtus artius,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46006
Acıpayam sheep,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_8705a106
Adalia,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30046
Adalia bipunctata,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30047
Adamas formosus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41911
Adamussim colbecki,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_47983
Adana Province,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_1358258908655
Adansonia,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_35519
Adansonia digitata,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_331478
Adansonia grandidieri,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_279b6511
Adansonia gregorii,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_4066347c
Adansonia madagascariensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_cc68aa6c
Adansonia perrieri,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_f04e5ce4
Adansonia rubrostipa,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_ac425c7f
Adansonia suarezensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_1e079b2d
Adansonia za,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_de9c7599
Adelges,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_8616
Adelgidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_119
Adelosebastes latens,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45257
Adelphocoris,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30669
Adelphocoris lineolatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30670
Adenanthera,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_16215
Adenanthera pavonina,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_16216
Adeno-associated virus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_8618
Adenoviridae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_127
Adhatoda,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_27112
Adiantum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_35659
Adiantum capillus-veneris,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_be073283
Adinia xenica,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41931
Adioryx hastatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_42093
Adonis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_16217
Adonis aestivalis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_473fc85c
Adonis aleppica,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_37fba073
Adonis annua,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_e5b00e40
Adonis cyllenea,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_9c3115dc
Adonis dentata,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_75024efe
Adonis eriocalycina,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_493d0a3f
Adonis flammea,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_d9cd491f
Adonis microcarpa,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_421e58aa
Adonis vernalis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_16218
Adonis wolgensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_fdb18205
Adontosternarchus balaenops,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40012
Adoretus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_132
Adoretus sterbae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_e1f5a706
Adoxa,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_babcb4f8
Adoxa moschatellina,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_b12fed25
Adoxaceae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_26279
Adoxophyes,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_133
Adoxophyes orana,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30356
